date,open,high,low,close,volume_usd
2020-01-22,8724.84,8793.74,8582.43,8667.26,149906743.87
2020-01-23,8667.26,8680.93,8290.98,8394.28,323273085.38
2020-01-24,8394.28,8517.5,8225.83,8431.78,233502998.74
2020-01-25,8431.78,8444.32,8263.42,8345.88,119345600.3
2020-01-26,8345.88,8605.33,8302.57,8602.37,189985702.22
2020-01-27,8602.37,8991.01,8572.37,8898.94,329416202.61
2020-01-28,8898.94,9407.39,8892.58,9391.97,471220882.57
2020-01-29,9391.97,9429.16,9234.27,9286.18,345265419.21
2020-01-30,9286.18,9561.26,9181.72,9501.38,430815723.67
2020-01-31,9501.38,9518.87,9208.36,9342.23,292627757.99
2020-02-01,9342.23,9455.92,9296.57,9384.45,138614091.61
2020-02-02,9384.45,9469.84,9169.21,9334.25,225322638.39
2020-02-03,9334.25,9605.66,9230.83,9288.96,312315107.49
2020-02-04,9288.96,9347.12,9089.52,9171.98,244997961.96
2020-02-05,9171.98,9750.28,9162.98,9611.42,448381299.88
2020-02-06,9611.42,9853.08,9533.37,9755.84,410313693.85
2020-02-07,9755.84,9866.18,9714.16,9808.36,249852208.27
2020-02-08,9808.36,9936.26,9665.26,9898.25,244352034.45
2020-02-09,9898.25,10162.71,9880.67,10157.78,340301629.74
2020-02-10,10157.78,10185.09,9761.16,9858.03,406256357.8
2020-02-11,9858.03,10370.44,9716.32,10269.43,495614707.99
2020-02-12,10269.43,10475.43,10250.55,10347.93,449510878.92
2020-02-13,10347.93,10500.54,10081.02,10233.32,507955951.95
2020-02-14,10233.32,10387.37,10103.67,10360.37,297409586.86
2020-02-15,10360.37,10388.6,9789.89,9905.43,300819428.51
2020-02-16,9905.43,10042.6,9634.4,9925.51,272176494.52
2020-02-17,9925.51,9958.46,9482.71,9702.48,359702988.15
2020-02-18,9702.48,10274.35,9618.77,10182.6,382869718.92
2020-02-19,10182.6,10300.04,9340.17,9602.43,473100344.44
2020-02-20,9602.43,9698.59,9402.81,9608.8,352949373.65
2020-02-21,9608.8,9766.16,9582.07,9697.86,293546157.48
2020-02-22,9697.86,9720.21,9577.84,9671.46,118171544.81
2020-02-23,9671.46,10011.4,9669.88,9977.39,228093371.6
2020-02-24,9977.39,10019.3,9495.76,9664.21,331102536.15
2020-02-25,9664.21,9682.05,9258.4,9316.18,329372824.74
2020-02-26,9316.18,9379.07,8652.97,8793.5,588359496.46
2020-02-27,8793.5,8978.84,8540.74,8821.5,413657559.37
2020-02-28,8821.5,8908.8,8449.12,8719.29,360795192.35
2020-02-29,8719.29,8815.63,8545.32,8545.45,146455562.43
2020-03-01,8545.45,8776.71,8443.57,8549.38,219324311.08
2020-03-02,8549.38,8983.78,8521.79,8919.74,290280969.43
2020-03-03,8919.74,8940.69,8680.57,8765.68,252211805.91
2020-03-04,8765.68,8863.91,8690.82,8773.78,194233894.05
2020-03-05,8773.78,9179.74,8772.83,9074.82,305196274.31
2020-03-06,9074.82,9183.26,9015.35,9160.39,192168163.61
2020-03-07,9160.39,9225.42,8880.33,8903.72,187063951.76
2020-03-08,8903.72,8920.28,8033.06,8057.67,533371350.28
2020-03-09,8057.67,8200.82,7664.34,7944.4,682781069.25
2020-03-10,7944.4,8165.09,7758.12,7894.66,427332546.47
2020-03-11,7894.66,7998.79,7614.48,7945.36,372704355.26
2020-03-12,7945.36,7984.16,4736.21,4916.78,1769476928.66
2020-03-13,4916.78,5984.55,3948.92,5632.58,1663092005.89
2020-03-14,5632.58,5665.57,5069.29,5181.77,474539626.47
2020-03-15,5181.77,5961.78,5114.06,5357.02,568696762.62
2020-03-16,5357.02,5364.93,4454.22,5045.0,996661883.3
2020-03-17,5045.0,5561.43,4950.9,5337.66,618671971.76
2020-03-18,5337.66,5451.02,5024.71,5413.06,576456805.62
2020-03-19,5413.06,6418.99,5268.33,6184.88,868668216.68
2020-03-20,6184.88,6932.04,5691.69,6206.44,947038097.64
2020-03-21,6206.44,6459.65,5876.79,6195.43,415771088.65
2020-03-22,6195.43,6415.14,5750.68,5828.15,457211401.97
2020-03-23,5828.15,6614.56,5703.64,6503.53,667919370.22
2020-03-24,6503.53,6857.49,6406.64,6767.18,700444488.15
2020-03-25,6767.18,6980.29,6483.0,6694.21,566264216.07
2020-03-26,6694.21,6796.12,6539.61,6757.95,302121295.1
2020-03-27,6757.95,6876.97,6312.53,6382.8,381303011.55
2020-03-28,6382.8,6384.56,6051.23,6252.49,378476570.99
2020-03-29,6252.49,6286.96,5882.2,5882.2,286789900.15
2020-03-30,5882.2,6616.94,5874.8,6403.31,445848282.12
2020-03-31,6403.31,6531.66,6350.61,6423.61,233613490.17
2020-04-01,6423.61,6716.04,6168.0,6663.63,377164250.72
2020-04-02,6663.63,7245.15,6585.75,6804.42,635319847.53
2020-04-03,6804.42,7044.01,6618.82,6743.68,379639119.54
2020-04-04,6743.68,7010.45,6671.05,6875.95,230044243.33
2020-04-05,6875.95,6910.39,6689.07,6781.64,182019861.56
2020-04-06,6781.64,7359.05,6779.91,7347.22,560075869.58
2020-04-07,7347.22,7462.51,7084.52,7201.57,516422836.7
2020-04-08,7201.57,7425.85,7157.96,7367.37,445330043.76
2020-04-09,7367.37,7374.01,7124.88,7294.55,321287689.9
2020-04-10,7294.55,7304.8,6757.67,6876.49,440132415.16
2020-04-11,6876.49,6956.27,6785.52,6887.6,171352839.68
2020-04-12,6887.6,7199.97,6802.16,6913.76,297514761.29
2020-04-13,6913.76,6913.76,6612.34,6859.43,426458894.18
2020-04-14,6859.43,6986.75,6773.97,6879.44,307409556.72
2020-04-15,6879.44,6937.49,6614.79,6629.54,336722796.72
2020-04-16,6629.54,7207.11,6487.08,7114.55,685621725.48
2020-04-17,7114.55,7155.17,7005.79,7037.12,324325510.8
2020-04-18,7037.12,7304.35,7028.43,7264.29,258251102.85
2020-04-19,7264.29,7276.84,7072.33,7132.88,211422409.65
2020-04-20,7132.88,7225.23,6770.07,6842.45,452319848.97
2020-04-21,6842.45,6948.78,6779.51,6855.11,305844254.31
2020-04-22,6855.11,7165.43,6831.44,7135.41,308254465.66
2020-04-23,7135.41,7731.56,7041.2,7489.25,599195847.97
2020-04-24,7489.25,7607.28,7408.35,7509.44,389027134.46
2020-04-25,7509.44,7708.4,7445.98,7546.92,227962632.36
2020-04-26,7546.92,7705.3,7497.88,7701.35,251857766.26
2020-04-27,7701.35,7790.33,7639.98,7787.41,374439201.75
2020-04-28,7787.41,7791.85,7671.26,7760.32,297442241.62
2020-04-29,7760.32,8952.44,7733.02,8784.96,1324299206.25
2020-04-30,8784.96,9460.77,8416.64,8637.56,1439132256.65
2020-05-01,8637.56,9066.47,8631.39,8829.12,620133839.65
2020-05-02,8829.12,9013.29,8768.81,8981.11,321429140.41
2020-05-03,8981.11,9197.48,8735.78,8907.19,534161419.8
2020-05-04,8907.19,8968.9,8537.49,8881.65,568639005.19
2020-05-05,8881.65,9119.13,8781.58,9029.75,538111122.64
2020-05-06,9029.75,9408.99,8924.06,9153.2,818515486.37
2020-05-07,9153.2,10064.33,9042.52,9999.93,1213223439.7
2020-05-08,9999.93,10041.73,9728.64,9808.18,907665361.59
2020-05-09,9808.18,9912.22,9525.77,9541.13,580103588.21
2020-05-10,9541.13,9556.85,8228.22,8735.05,1159765920.87
2020-05-11,8735.05,9164.84,8228.58,8568.88,1259789388.46
2020-05-12,8568.88,8975.74,8541.95,8821.18,580579256.61
2020-05-13,8821.18,9407.67,8807.57,9317.44,622255318.56
2020-05-14,9317.44,9937.97,9263.29,9793.19,936692997.59
2020-05-15,9793.19,9841.71,9149.13,9311.69,798930933.94
2020-05-16,9311.69,9584.9,9224.32,9387.08,348262438.6
2020-05-17,9387.08,9885.55,9334.23,9670.56,505834872.59
2020-05-18,9670.56,9943.74,9476.37,9722.73,606235218.28
2020-05-19,9722.73,9890.69,9471.96,9780.2,587660019.81
2020-05-20,9780.2,9832.94,9323.82,9509.45,593918718.06
2020-05-21,9509.45,9566.81,8811.54,9059.11,798218781.95
2020-05-22,9059.11,9265.04,8936.82,9170.74,405255700.32
2020-05-23,9170.74,9311.34,9101.08,9186.19,217819517.4
2020-05-24,9186.19,9307.11,8707.14,8718.49,412753415.47
2020-05-25,8718.49,8977.43,8639.46,8901.48,386241517.97
2020-05-26,8901.48,9011.53,8705.66,8844.5,352930782.24
2020-05-27,8844.5,9222.3,8820.55,9204.62,381475134.6
2020-05-28,9204.62,9619.34,9112.3,9579.71,530613444.1
2020-05-29,9579.71,9601.43,9344.8,9424.62,379875666.15
2020-05-30,9424.62,9735.73,9340.45,9699.78,235049817.45
2020-05-31,9699.78,9703.51,9400.25,9450.47,212143031.97
2020-06-01,9450.47,10359.02,9421.6,10211.23,435270237.67
2020-06-02,10211.23,10232.25,9344.53,9523.75,812990990.27
2020-06-03,9523.75,9666.25,9408.56,9666.06,316212538.78
2020-06-04,9666.06,9877.89,9470.9,9794.55,418578381.29
2020-06-05,9794.55,9846.54,9611.19,9622.02,406449067.38
2020-06-06,9622.02,9728.4,9536.15,9671.46,221180782.77
2020-06-07,9671.46,9806.21,9410.33,9750.7,374577294.38
2020-06-08,9750.7,9801.19,9658.72,9782.58,318606275.83
2020-06-09,9782.58,9884.83,9604.13,9779.7,376816490.4
2020-06-10,9779.7,9990.4,9708.63,9891.84,395005942.59
2020-06-11,9891.84,9970.77,9093.42,9268.13,827582593.72
2020-06-12,9268.13,9548.13,9238.24,9464.23,384322097.93
2020-06-13,9464.23,9492.0,9363.89,9474.65,156509665.58
2020-06-14,9474.65,9479.56,9251.02,9333.7,181308843.45
2020-06-15,9333.7,9498.69,8909.5,9429.65,616170633.02
2020-06-16,9429.65,9585.17,9383.33,9526.7,378768702.55
2020-06-17,9526.7,9550.06,9243.06,9459.13,325191529.46
2020-06-18,9459.13,9480.04,9276.18,9380.67,236301644.49
2020-06-19,9380.67,9419.99,9239.58,9301.83,295439171.79
2020-06-20,9301.83,9394.04,9179.1,9359.18,182464228.16
2020-06-21,9359.18,9418.22,9282.53,9292.81,123480945.26
2020-06-22,9292.81,9774.79,9283.26,9691.61,393567343.67
2020-06-23,9691.61,9720.11,9580.47,9624.3,296221140.1
2020-06-24,9624.3,9664.38,9206.05,9292.94,461570781.8
2020-06-25,9292.94,9335.65,9000.53,9241.32,435446758.28
2020-06-26,9241.32,9289.32,9041.42,9158.07,371373315.3
2020-06-27,9158.07,9190.27,8867.34,9007.14,254990739.32
2020-06-28,9007.14,9189.74,8946.05,9120.39,179558602.83
2020-06-29,9120.39,9234.33,9026.42,9187.07,283764928.24
2020-06-30,9187.07,9200.99,9068.77,9136.47,213905502.76
2020-07-01,9136.47,9299.67,9097.33,9238.89,274835041.41
2020-07-02,9238.89,9267.84,8954.67,9092.8,343433369.45
2020-07-03,9092.8,9127.05,9047.38,9066.46,198428092.21
2020-07-04,9066.46,9195.91,9052.4,9142.2,147598290.9
2020-07-05,9142.2,9152.87,8935.9,9081.44,159006413.1
2020-07-06,9081.44,9372.09,9067.64,9347.05,340664721.19
2020-07-07,9347.05,9378.69,9208.31,9257.32,239497399.37
2020-07-08,9257.32,9471.65,9236.9,9439.2,350318105.76
2020-07-09,9439.2,9441.67,9171.37,9238.95,280648694.09
2020-07-10,9238.95,9317.31,9128.71,9288.57,224680670.05
2020-07-11,9288.57,9302.22,9188.13,9237.13,108899834.6
2020-07-12,9237.13,9339.99,9169.13,9300.95,151649367.78
2020-07-13,9300.95,9336.42,9201.18,9237.89,240081841.21
2020-07-14,9237.89,9279.57,9109.7,9256.07,238308476.69
2020-07-15,9256.07,9272.57,9160.89,9193.22,216386874.29
2020-07-16,9193.22,9216.53,9029.17,9133.23,254255550.26
2020-07-17,9133.23,9183.08,9080.61,9156.79,187710134.41
2020-07-18,9156.79,9205.94,9125.92,9177.22,109563331.61
2020-07-19,9177.22,9238.3,9113.41,9216.02,117297958.14
2020-07-20,9216.02,9224.76,9136.9,9164.42,171877002.64
2020-07-21,9164.42,9435.55,9162.25,9392.83,337645738.95
2020-07-22,9392.83,9551.87,9289.85,9537.24,281661129.11
2020-07-23,9537.24,9675.5,9458.25,9615.21,415079930.38
2020-07-24,9615.21,9647.83,9477.19,9550.23,323092524.08
2020-07-25,9550.23,9744.72,9536.76,9708.41,233301043.7
2020-07-26,9708.41,10140.55,9659.08,9942.01,417337407.31
2020-07-27,9942.01,11397.48,9935.51,11042.94,1363674374.4
2020-07-28,11042.94,11253.39,10590.98,10933.26,938667838.05
2020-07-29,10933.26,11348.53,10854.04,11112.04,689206497.21
2020-07-30,11112.04,11182.76,10875.14,11113.66,503563543.56
2020-07-31,11113.66,11454.11,10981.87,11352.72,608151203.92
2020-08-01,11352.72,11874.77,11240.98,11812.42,741252933.72
2020-08-02,11812.42,12106.89,10694.22,11063.5,721639453.45
2020-08-03,11063.5,11476.29,10945.66,11234.73,473995003.36
2020-08-04,11234.73,11415.16,11021.07,11194.18,393301819.22
2020-08-05,11194.18,11791.62,11095.47,11752.05,555395574.18
2020-08-06,11752.05,11909.81,11577.8,11771.27,587033759.67
2020-08-07,11771.27,11912.62,11350.42,11603.82,651142052.52
2020-08-08,11603.82,11811.4,11534.87,11770.77,271582305.12
2020-08-09,11770.77,11802.93,11533.93,11686.34,231830330.42
2020-08-10,11686.34,12074.31,11640.41,11897.41,667803525.7
2020-08-11,11897.41,11940.4,11138.6,11389.01,724227264.93
2020-08-12,11389.01,11621.05,11182.8,11570.19,430758054.53
2020-08-13,11570.19,11795.34,11284.57,11790.68,487564726.98
2020-08-14,11790.68,11863.43,11657.2,11774.52,437825096.08
2020-08-15,11774.52,11981.62,11697.88,11860.91,369258184.57
2020-08-16,11860.91,11934.96,11701.22,11917.97,260716863.03
2020-08-17,11917.97,12474.73,11775.66,12301.19,682170133.06
2020-08-18,12301.19,12397.4,11855.24,11956.69,604246043.53
2020-08-19,11956.69,12021.8,11592.2,11760.37,590122894.95
2020-08-20,11760.37,11888.72,11679.03,11863.43,510502416.83
2020-08-21,11863.43,11882.67,11494.52,11527.35,745059089.73
2020-08-22,11527.35,11686.02,11379.06,11670.42,572197825.56
2020-08-23,11670.42,11713.62,11521.6,11651.52,388308826.34
2020-08-24,11651.52,11827.45,11594.64,11756.4,459366140.6
2020-08-25,11756.4,11767.64,11130.36,11330.56,583786229.48
2020-08-26,11330.56,11542.65,11259.23,11466.89,309986442.65
2020-08-27,11466.89,11591.64,11135.52,11331.02,464957172.9
2020-08-28,11331.02,11553.81,11289.07,11535.21,353027933.9
2020-08-29,11535.21,11585.98,11433.8,11480.48,187746012.79
2020-08-30,11480.48,11725.48,11441.57,11716.54,1137334447.33
2020-08-31,11716.54,11775.27,11586.36,11657.81,307926585.75
2020-09-01,11657.81,12062.06,11540.42,11926.69,537292263.85
2020-09-02,11926.69,11954.28,11219.19,11397.9,618129314.2
2020-09-03,11397.9,11469.2,10017.43,10174.62,894736672.2
2020-09-04,10174.62,10638.71,10020.02,10467.33,562742176.47
2020-09-05,10467.33,10570.95,9880.05,10167.97,547402342.6
2020-09-06,10167.97,10361.12,9911.51,10260.37,796716356.69
2020-09-07,10260.37,10411.92,9893.68,10379.08,422137347.95
2020-09-08,10379.08,10443.72,9855.68,10128.54,553186747.4
2020-09-09,10128.54,10349.09,9989.63,10228.85,346738492.45
2020-09-10,10228.85,10493.32,10221.37,10345.68,452098495.15
2020-09-11,10345.68,10412.6,10215.49,10398.5,266084892.23
2020-09-12,10398.5,10486.76,10282.43,10448.0,184001054.5
2020-09-13,10448.0,10578.97,10224.4,10332.36,299956975.09
2020-09-14,10332.36,10753.33,10259.62,10678.31,359274837.26
2020-09-15,10678.31,10936.89,10632.26,10786.7,369481767.47
2020-09-16,10786.7,11094.7,10670.02,10957.1,372894155.0
2020-09-17,10957.1,11116.66,10755.99,10945.14,890724829.39
2020-09-18,10945.14,11040.66,10823.93,10937.89,248821618.73
2020-09-19,10937.89,11173.88,10898.63,11083.61,193207449.75
2020-09-20,11083.61,11083.9,10775.23,10921.85,237773866.82
2020-09-21,10921.85,10992.25,10319.73,10418.14,473754186.11
2020-09-22,10418.14,10576.92,10365.99,10534.73,301280976.84
2020-09-23,10534.73,10546.48,10166.62,10238.09,277589382.45
2020-09-24,10238.09,10792.17,10213.75,10742.98,304956297.99
2020-09-25,10742.98,10762.38,10562.14,10694.12,360929423.37
2020-09-26,10694.12,10822.99,10658.15,10734.23,148097714.06
2020-09-27,10734.23,10810.35,10612.42,10781.47,148127427.26
2020-09-28,10781.47,10951.6,10649.18,10699.0,350615325.76
2020-09-29,10699.0,10863.02,10641.03,10841.29,334584439.47
2020-09-30,10841.29,10850.12,10666.17,10779.42,317604086.64
2020-10-01,10779.42,10926.47,10454.66,10622.79,422940486.71
2020-10-02,10622.79,10668.49,10388.07,10576.64,355424408.53
2020-10-03,10576.64,10602.28,10507.49,10552.04,110570157.37
2020-10-04,10552.04,10699.94,10534.5,10675.52,111420779.05
2020-10-05,10675.52,10799.53,10627.77,10795.11,255950434.22
2020-10-06,10795.11,10801.66,10533.32,10603.9,329346366.4
2020-10-07,10603.9,10679.76,10554.41,10672.67,208253472.74
2020-10-08,10672.67,10957.42,10541.2,10929.4,423807796.14
2020-10-09,10929.4,11109.32,10839.3,11058.78,359802403.0
2020-10-10,11058.78,11485.43,11057.98,11301.57,296925751.29
2020-10-11,11301.57,11434.1,11284.09,11375.51,202131016.49
2020-10-12,11375.51,11725.28,11223.99,11539.76,478557074.67
2020-10-13,11539.76,11561.69,11314.56,11427.29,383360256.66
2020-10-14,11427.29,11550.25,11298.88,11429.3,259711904.04
2020-10-15,11429.3,11607.59,11269.05,11508.31,377801262.88
2020-10-16,11508.31,11545.35,11224.89,11326.25,332320579.32
2020-10-17,11326.25,11410.01,11270.69,11367.65,112306061.3
2020-10-18,11367.65,11513.68,11357.25,11513.33,131886570.57
2020-10-19,11513.33,11821.95,11417.11,11756.88,456404609.75
2020-10-20,11756.88,12047.73,11688.39,11921.78,576128149.71
2020-10-21,11921.78,13236.39,11900.51,12813.11,1296152945.67
2020-10-22,12813.11,13197.69,12700.74,12990.25,739591002.31
2020-10-23,12990.25,13031.82,12732.62,12937.2,416662855.51
2020-10-24,12937.2,13167.31,12886.47,13126.13,273005904.66
2020-10-25,13126.13,13346.7,12910.39,13041.21,368884232.61
2020-10-26,13041.21,13241.79,12797.05,13069.43,460984686.28
2020-10-27,13069.43,13783.14,13060.64,13646.02,603406480.39
2020-10-28,13646.02,13855.57,12906.15,13285.97,434942187.78
2020-10-29,13285.97,13643.6,12985.56,13462.18,555737562.1
2020-10-30,13462.18,13674.89,13132.53,13565.95,756044940.72
2020-10-31,13565.95,14077.8,13432.24,13803.41,600104833.87
2020-11-01,13803.41,13897.02,13630.22,13761.72,286724152.06
2020-11-02,13761.72,13828.48,13221.65,13571.24,453096297.53
2020-11-03,13571.24,14071.54,13300.84,14023.78,300271386.79
2020-11-04,14023.78,14258.9,13539.13,14157.73,423118194.37
2020-11-05,14157.73,15739.47,14114.37,15599.92,625288741.45
2020-11-06,15599.92,15948.88,15219.57,15590.62,538014394.46
2020-11-07,15590.62,15765.02,14427.34,14838.16,388303730.21
2020-11-08,14838.16,15653.89,14739.11,15488.25,285202500.08
2020-11-09,15488.25,15812.23,14833.13,15335.03,492570531.41
2020-11-10,15335.03,15476.99,15099.11,15313.73,352628988.83
2020-11-11,15313.73,15983.03,15288.76,15707.08,717920492.18
2020-11-12,15707.08,16348.99,15476.25,16306.53,1074746061.94
2020-11-13,16306.53,16482.62,15975.8,16332.85,694320640.18
2020-11-14,16332.85,16334.29,15720.61,16075.95,452657737.77
2020-11-15,16075.95,16156.82,15796.03,15964.7,286912254.77
2020-11-16,15964.7,16876.48,15877.77,16721.46,685608661.4
2020-11-17,16721.46,17857.37,16563.5,17681.54,1072294334.67
2020-11-18,17681.54,18466.1,17260.91,17786.27,1441862086.0
2020-11-19,17786.27,18172.87,17365.08,17824.64,859856045.56
2020-11-20,17824.64,18814.87,17764.07,18672.78,939934212.3
2020-11-21,18672.78,18966.12,18359.06,18704.06,705040526.66
2020-11-22,18704.06,18757.55,17635.18,18430.59,796767991.91
2020-11-23,18430.59,18761.66,18010.51,18385.74,902518528.73
2020-11-24,18385.74,19419.49,18117.78,19157.16,1403472685.3
2020-11-25,19157.16,19488.81,18519.89,18725.76,1141495120.48
2020-11-26,18725.76,18907.31,16270.37,17175.86,2481831917.76
2020-11-27,17175.86,17479.12,16462.87,17155.0,1034426524.11
2020-11-28,17155.0,17893.95,16895.0,17739.9,605284901.66
2020-11-29,17739.9,18347.24,17543.55,18199.23,489679989.76
2020-11-30,18199.23,19850.23,18199.03,19686.87,1493787961.05
2020-12-01,19686.87,19911.79,18194.17,18792.03,1743191338.59
2020-12-02,18792.03,19337.16,18350.0,19226.19,903817773.98
2020-12-03,19226.19,19608.49,18888.12,19448.44,747088833.16
2020-12-04,19448.44,19541.62,18603.79,18665.0,804366524.27
2020-12-05,18665.0,19178.4,18514.92,19156.84,388466883.76
2020-12-06,19156.84,19417.33,18885.88,19378.94,405708588.32
2020-12-07,19378.94,19411.51,18909.97,19181.41,477334574.95
2020-12-08,19181.41,19295.38,18227.31,18323.52,866543428.88
2020-12-09,18323.52,18639.24,17669.15,18549.92,1057335071.16
2020-12-10,18549.92,18554.32,17920.56,18250.47,684802762.08
2020-12-11,18250.47,18295.1,17598.13,18034.86,809318887.78
2020-12-12,18034.86,18948.78,18033.05,18814.98,484239535.49
2020-12-13,18814.98,19414.65,18733.67,19169.05,592021817.56
2020-12-14,19169.05,19339.6,19001.22,19274.69,456841099.89
2020-12-15,19274.69,19553.23,19060.06,19441.96,819839290.04
2020-12-16,19441.96,21527.36,19299.86,21352.13,1949841494.54
2020-12-17,21352.13,23698.98,21240.41,22822.17,3194654467.94
2020-12-18,22822.17,23271.54,22345.87,23135.57,1362467582.48
2020-12-19,23135.57,24114.51,22755.03,23844.72,1268054141.3
2020-12-20,23844.72,24252.16,23095.72,23467.06,1014224949.65
2020-12-21,23467.06,24077.7,22015.91,22727.13,1750627321.07
2020-12-22,22727.13,23833.23,22378.26,23823.32,1149767378.59
2020-12-23,23823.32,24082.98,22641.37,23239.5,1552020951.78
2020-12-24,23239.5,23778.56,22716.45,23724.2,923848542.65
2020-12-25,23724.2,24776.64,23417.43,24707.98,1199894882.99
2020-12-26,24707.98,26780.61,24494.27,26445.7,1611547513.15
2020-12-27,26445.7,28340.08,25805.96,26249.27,2463390777.2
2020-12-28,26249.27,27461.63,26085.96,27039.45,1402005893.59
2020-12-29,27039.45,27383.6,25864.25,27360.78,1479551411.61
2020-12-30,27360.78,28990.2,27360.09,28889.61,1993721842.2
2020-12-31,28889.61,29301.67,27957.13,28972.4,1924969475.46
2021-01-01,28972.4,29666.33,28748.21,29388.94,1487306218.54
2021-01-02,29388.94,33257.29,29036.26,32203.64,3750440817.9
2021-01-03,32203.64,34789.34,32010.59,33063.48,3132759314.54
2021-01-04,33063.48,34988.27,28493.29,32030.55,16677676706.61
2021-01-05,32030.55,34487.44,29985.29,34038.29,3037657026.19
2021-01-06,34038.29,36973.76,33404.2,36849.86,3788317475.73
2021-01-07,36849.86,40365.87,36340.01,39479.41,4753170180.56
2021-01-08,39479.41,41964.96,36640.51,40636.24,4705592327.36
2021-01-09,40636.24,41400.48,38783.61,40236.66,6380244191.21
2021-01-10,40236.66,41427.88,35283.65,38202.08,3983391028.75
2021-01-11,38202.08,38266.42,30308.4,35496.03,8100819368.28
